"","rab.all","rab.win.ADM","rab.win.HTY","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH","species"
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__nan;s__nan",0.973240434045822,1.74265453476883,0.728663289673801,-1.40325252584067,5.99020657216591,-0.209143579860521,0.398520296293469,0.000176118989896958,0.00150292996959489,8.42557349950702e-05,0.000772990408800797,"d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__nan;s__nan"
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Intestinibacter;s__bartlettii",4.32860832251359,6.82564210175142,2.81190740026622,-2.21423125027643,7.875227368504,-0.266890715476561,0.386600000398498,1.67310074280691e-07,2.73438895384125e-06,1.34632419359129e-08,2.87413107492638e-07,"d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Intestinibacter;s__bartlettii"
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Terrisporobacter;s__mayombei",0.615390088650521,1.2263931728356,0.4195743417645,-1.27980377643404,6.94193209418618,-0.176725172953486,0.412117576786862,9.73804172498526e-06,0.000120837761068449,0.000125948838882387,0.00126221285987213,"d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Terrisporobacter;s__mayombei"
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__nan;s__nan",8.46204359525743,9.45643267056997,8.12232536159779,-1.32115261252795,6.20857007535251,-0.191307591227077,0.395200000365386,9.97966003935378e-07,1.54490880651978e-05,7.88705519052467e-07,1.38050875465174e-05,"d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__nan;s__nan"
"d__Bacteria;p__Firmicutes;c__Clostridia;o__nan;f__nan;g__nan;s__nan",10.7965513020079,11.6083549229925,10.3575049174142,-1.30171892253777,3.81522286044845,-0.281101853259482,0.353800000532894,2.65598619384432e-12,8.9165073916887e-11,1.35122544456408e-12,5.57847444259516e-11,"d__Bacteria;p__Firmicutes;c__Clostridia;o__nan;f__nan;g__nan;s__nan"
"d__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__faecium",5.52816792757378,7.10632390455089,4.64595927813071,-1.20985081826138,9.54156648414798,-0.12802947854923,0.43571285764632,0.00168782494321281,0.0133034355208098,0.000713994849520104,0.00668751863675881,"d__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__faecium"
"d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Veillonella;s__nan",4.6690278762054,6.54080039000858,2.86711762842318,-2.5059825827365,7.12455871763751,-0.338993111026187,0.352000000540708,1.34502618514235e-10,3.46023141702256e-09,7.85324319647031e-12,2.70412107682164e-10,"d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Veillonella;s__nan"
"d__Bacteria;p__Firmicutes;c__nan;o__nan;f__nan;g__nan;s__nan",4.60303378849875,7.09572883657214,3.27265251374698,-2.8560977180761,7.24285472559667,-0.365573334139431,0.345600000568917,2.46615354232783e-11,6.91860516143385e-10,7.20572273955744e-14,3.40044947623209e-12,"d__Bacteria;p__Firmicutes;c__nan;o__nan;f__nan;g__nan;s__nan"
"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Parasutterella;s__excrementihominis",1.8576910706159,3.15585523038906,1.56302357334657,-1.2568212018642,7.7771064465731,-0.156175519295434,0.429000000241537,0.00310235183602385,0.0204420064334488,0.00176945629380172,0.0129345604764597,"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Parasutterella;s__excrementihominis"
"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__nan;s__nan",1.78538410097067,5.145633766581,1.15371673800376,-3.39768827053364,7.02115449381072,-0.434072566438212,0.312800000725729,1.02949965259893e-12,3.24675924484985e-11,1.20939089409579e-17,9.16498138333366e-16,"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__nan;s__nan"
"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__nan;f__nan;g__nan;s__nan",1.75294206917555,5.01576002887771,1.1225970692408,-3.14255959650178,6.11729221354969,-0.470837193715579,0.313000000724702,7.27463083834382e-14,2.72014909344341e-12,9.06366055260306e-19,7.89561347209186e-17,"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__nan;f__nan;g__nan;s__nan"
"d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__muciniphila",5.50525848105897,9.04221944429726,3.06281376597672,-4.25197046465813,8.45275800115863,-0.469775656715299,0.3056000007634,1.98426064621147e-19,1.5976010723367e-17,8.5007460226873e-21,1.06664844821048e-18,"d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__muciniphila"
"d__Bacteria;p__nan;c__nan;o__nan;f__nan;g__nan;s__nan",7.48488332844014,8.78714942620429,6.61579743812067,-2.18378671389401,5.48690079532024,-0.351185084889009,0.315600000711431,3.66911557672573e-18,2.52523884513017e-16,8.31990850260779e-20,9.32071448768027e-18,"d__Bacteria;p__nan;c__nan;o__nan;f__nan;g__nan;s__nan"
